round,task_id,target_class,target_ground_truth_station,selected_station,observed_class_id,recognition_correct,recognition_status,recognition_failure,stuck,stuck_reason,success,status,completed_stage,last_operational_stage,error_code,message,cube_scene_status,cube_scene_file,gazebo_recording_status,gazebo_recording_path,gazebo_recording_size_bytes,gazebo_recording_manifest,performance_file,progress_timeout_seconds,duration_seconds,started_at,round_dir,log_file
1,pre_cone_001_1786818651,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_001/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_001/gazebo_world_state.log,11751803,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_001/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_001/performance.json,90.0,134.586,2026-08-16T02:30:51+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_001,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_001/roslaunch.log
2,pre_cone_002_1786818800,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_002/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_002/gazebo_world_state.log,10606695,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_002/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_002/performance.json,90.0,118.764,2026-08-16T02:33:20+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_002,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_002/roslaunch.log
3,pre_cone_003_1786818934,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_003/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_003/gazebo_world_state.log,10878345,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_003/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_003/performance.json,90.0,121.129,2026-08-16T02:35:34+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_003,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_003/roslaunch.log
4,pre_cone_004_1786819070,food,36,36,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_004/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_004/gazebo_world_state.log,10661752,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_004/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_004/performance.json,90.0,111.805,2026-08-16T02:37:50+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_004,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_004/roslaunch.log
5,pre_cone_005_1786819196,food,36,36,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_005/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_005/gazebo_world_state.log,10842300,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_005/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_005/performance.json,90.0,119.515,2026-08-16T02:39:56+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_005,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_005/roslaunch.log
6,pre_cone_006_1786819328,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_006/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_006/gazebo_world_state.log,11064415,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_006/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_006/performance.json,90.0,120.628,2026-08-16T02:42:08+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_006,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_006/roslaunch.log
7,pre_cone_007_1786819463,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_007/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_007/gazebo_world_state.log,10436399,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_007/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_007/performance.json,90.0,106.825,2026-08-16T02:44:23+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_007,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_007/roslaunch.log
8,pre_cone_008_1786819585,food,37,37,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_008/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_008/gazebo_world_state.log,10828173,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_008/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_008/performance.json,90.0,119.908,2026-08-16T02:46:25+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_008,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_008/roslaunch.log
9,pre_cone_009_1786819716,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_009/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_009/gazebo_world_state.log,9457379,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_009/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_009/performance.json,90.0,108.704,2026-08-16T02:48:36+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_009,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_009/roslaunch.log
10,pre_cone_010_1786819840,daily,35,35,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_010/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_010/gazebo_world_state.log,10292989,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_010/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_010/performance.json,90.0,113.624,2026-08-16T02:50:40+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_010,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_010/roslaunch.log
11,pre_cone_011_1786819965,daily,36,36,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_011/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_011/gazebo_world_state.log,11301915,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_011/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_011/performance.json,90.0,123.185,2026-08-16T02:52:45+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_011,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_011/roslaunch.log
12,pre_cone_012_1786820103,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_012/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_012/gazebo_world_state.log,11456651,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_012/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_012/performance.json,90.0,125.345,2026-08-16T02:55:03+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_012,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_012/roslaunch.log
13,pre_cone_013_1786820243,daily,35,35,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_013/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_013/gazebo_world_state.log,10388631,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_013/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_013/performance.json,90.0,116.824,2026-08-16T02:57:23+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_013,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_013/roslaunch.log
14,pre_cone_014_1786820375,food,37,37,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_014/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_014/gazebo_world_state.log,12527548,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_014/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_014/performance.json,90.0,127.176,2026-08-16T02:59:35+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_014,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_014/roslaunch.log
15,pre_cone_015_1786820517,electronics,37,37,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_015/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_015/gazebo_world_state.log,12414153,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_015/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_015/performance.json,90.0,130.178,2026-08-16T03:01:57+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_015,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_015/roslaunch.log
16,pre_cone_016_1786820662,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_016/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_016/gazebo_world_state.log,9873839,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_016/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_016/performance.json,90.0,110.123,2026-08-16T03:04:22+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_016,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_016/roslaunch.log
17,pre_cone_017_1786820787,food,37,37,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_017/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_017/gazebo_world_state.log,11418399,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_017/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_017/performance.json,90.0,124.013,2026-08-16T03:06:27+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_017,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_017/roslaunch.log
18,pre_cone_018_1786820925,food,37,37,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_018/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_018/gazebo_world_state.log,10007235,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_018/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_018/performance.json,90.0,135.506,2026-08-16T03:08:45+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_018,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_018/roslaunch.log
19,pre_cone_019_1786821076,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_019/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_019/gazebo_world_state.log,9301665,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_019/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_019/performance.json,90.0,111.39,2026-08-16T03:11:16+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_019,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_019/roslaunch.log
20,pre_cone_020_1786821199,food,35,35,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_020/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_020/gazebo_world_state.log,10197225,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_020/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_020/performance.json,90.0,112.074,2026-08-16T03:13:19+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_020,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_020/roslaunch.log
21,pre_cone_021_1786821326,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_021/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_021/gazebo_world_state.log,11302677,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_021/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_021/performance.json,90.0,139.083,2026-08-16T03:15:26+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_021,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_021/roslaunch.log
22,pre_cone_022_1786821480,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_022/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_022/gazebo_world_state.log,9496619,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_022/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_022/performance.json,90.0,104.81,2026-08-16T03:18:00+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_022,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_022/roslaunch.log
23,pre_cone_023_1786821599,daily,37,37,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq37,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_023/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_023/gazebo_world_state.log,11025423,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_023/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_023/performance.json,90.0,119.633,2026-08-16T03:19:59+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_023,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_023/roslaunch.log
24,pre_cone_024_1786821730,food,36,36,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_024/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_024/gazebo_world_state.log,10585786,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_024/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_024/performance.json,90.0,114.103,2026-08-16T03:22:10+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_024,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_024/roslaunch.log
25,pre_cone_025_1786821858,electronics,36,36,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_025/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_025/gazebo_world_state.log,10418759,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_025/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_025/performance.json,90.0,112.572,2026-08-16T03:24:18+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_025,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_025/roslaunch.log
26,pre_cone_026_1786821984,food,36,36,0,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq36,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_026/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_026/gazebo_world_state.log,10521493,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_026/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_026/performance.json,90.0,112.122,2026-08-16T03:26:24+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_026,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_026/roslaunch.log
27,pre_cone_027_1786822108,electronics,35,35,2,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_027/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_027/gazebo_world_state.log,9993866,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_027/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_027/performance.json,90.0,113.945,2026-08-16T03:28:28+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_027,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_027/roslaunch.log
28,pre_cone_028_1786822237,daily,35,35,1,True,correct,False,False,,True,object_grasped,14,14,0,target cube grasped and lifted from seq35,complete,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_028/cube_scene.json,complete,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_028/gazebo_world_state.log,10097481,/home/ianichinose/gazebo_ws/data/teb_pre_cone/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_028/gazebo_world_recording.json,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_028/performance.json,90.0,117.145,2026-08-16T03:30:37+08:00,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_028,/home/ianichinose/gazebo_ws/script/logs/pre_cone_e2e_trials_20260816_023051_seed10786202215795395888/round_028/roslaunch.log
